protid,PC_Run,Entry.Name,Organism,Taxonomic.lineage,Lineage
A0A0D2IBJ0,New,A0A0D2IBJ0_9EURO,Rhinocladiella mackenziei CBS 650.93,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Rhinocladiella (genus), Rhinocladiella mackenziei (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Rhinocladiella', 'Rhinocladiella mackenziei']"
A0A0E1RY55,New,A0A0E1RY55_COCIM,Coccidioides immitis (strain RS) (Valley fever fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Onygenales (order), Onygenaceae (family), Coccidioides (genus), Coccidioides immitis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Onygenales', 'Onygenaceae', 'Coccidioides', 'Coccidioides immitis']"
A0A0F4YTH2,New,A0A0F4YTH2_TALEM,Rasamsonia emersonii CBS 393.64,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Trichocomaceae (family), Rasamsonia (genus), Talaromyces emersonii (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Trichocomaceae', 'Rasamsonia', 'Talaromyces emersonii']"
A0A0J1B6L0,New,A0A0J1B6L0_9TREE,Cutaneotrichosporon oleaginosum,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Trichosporonales (order), Trichosporonaceae (family), Cutaneotrichosporon (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Trichosporonales', 'Trichosporonaceae', 'Cutaneotrichosporon']"
A0A0L0G6T9,New,A0A0L0G6T9_9EUKA,Sphaeroforma arctica JP610,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Ichthyosporea (class), Ichthyophonida (order), Sphaeroforma (genus), Sphaeroforma arctica (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Ichthyosporea', 'Ichthyophonida', 'Sphaeroforma', 'Sphaeroforma arctica']"
A0A0L0HN05,New,A0A0L0HN05_SPIPD,Spizellomyces punctatus (strain DAOM BR117),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Spizellomycetales (order), Spizellomycetaceae (family), Spizellomyces (genus), Spizellomyces punctatus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Fungi incertae sedis', 'Chytridiomycota', 'Chytridiomycota incertae sedis', 'Chytridiomycetes', 'Spizellomycetales', 'Spizellomycetaceae', 'Spizellomyces', 'Spizellomyces punctatus']"
A0A0M9VRB1,New,A0A0M9VRB1_9BASI,Malassezia pachydermatis,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Malasseziomycetes', 'Malasseziales', 'Malasseziaceae', 'Malassezia']"
A0A0N0NPK3,New,A0A0N0NPK3_9EURO,Phialophora attinorum,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Phialophora (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Phialophora']"
A0A0V1PTY2,New,A0A0V1PTY2_9ASCO,Debaryomyces fabryi,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (no rank), Debaryomycetaceae (family), Debaryomyces (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Saccharomycotina', 'Saccharomycetes', 'Saccharomycetales', 'CUG-Ser1 clade', 'Debaryomycetaceae', 'Debaryomyces']"
A0A0W0FA49,New,A0A0W0FA49_9AGAR,Moniliophthora roreri,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Marasmiaceae (family), Moniliophthora (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetidae', 'Agaricales', 'Marasmiineae', 'Marasmiaceae', 'Moniliophthora']"
A0A0W4ZIF2,New,A0A0W4ZIF2_PNEC8,Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystidomycetes (class), Pneumocystidales (order), Pneumocystidaceae (family), Pneumocystis (genus), Pneumocystis carinii (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'Taphrinomycotina', 'Pneumocystidomycetes', 'Pneumocystidales', 'Pneumocystidaceae', 'Pneumocystis', 'Pneumocystis carinii']"
A0A0W4ZM78,New,A0A0W4ZM78_PNEJ7,Pneumocystis jirovecii (strain RU7) (Human pneumocystis pneumonia agent),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystidomycetes (class), Pneumocystidales (order), Pneumocystidaceae (family), Pneumocystis (genus), Pneumocystis jirovecii (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'Taphrinomycotina', 'Pneumocystidomycetes', 'Pneumocystidales', 'Pneumocystidaceae', 'Pneumocystis', 'Pneumocystis jirovecii']"
A0A164ZG22,New,A0A164ZG22_XYLHT,Xylona heveae (strain CBS 132557 / TC161),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Xylonomycetes (class), Xylonales (order), Xylonaceae (family), Xylona (genus), Xylona heveae (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Xylonomycetes', 'Xylonales', 'Xylonaceae', 'Xylona', 'Xylona heveae']"
A0A167PPE2,New,A0A167PPE2_PHYB8,Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Phycomycetaceae (family), Phycomyces (genus), Phycomyces blakesleeanus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Fungi incertae sedis', 'Mucoromycota', 'Mucoromycotina', 'Mucoromycetes', 'Mucorales', 'Phycomycetaceae', 'Phycomyces', 'Phycomyces blakesleeanus']"
A0A177CW55,New,A0A177CW55_9PLEO,Paraphaeosphaeria sporulosa,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Massarineae (suborder), Didymosphaeriaceae (family), Paraphaeosphaeria (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Massarineae', 'Didymosphaeriaceae', 'Paraphaeosphaeria']"
A0A177E1H2,New,A0A177E1H2_ALTAL,Alternaria alternata (Alternaria rot fungus) (Torula alternata),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Alternaria (genus), Alternaria sect. Alternaria (no rank), Alternaria alternata complex (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Pleosporineae', 'Pleosporaceae', 'Alternaria', 'Alternaria sect. Alternaria', 'Alternaria alternata complex']"
A0A179A0H1,New,A0A179A0H1_9EURO,Fonsecaea erecta,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Fonsecaea (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Fonsecaea']"
A0A182PSX8,New,A0A182PSX8_9DIPT,Anopheles epiroticus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Nematocera (suborder), Culicomorpha (infraorder), Culicoidea (superfamily), Culicidae (family), Anophelinae (subfamily), Anopheles (genus), Cellia (subgenus), Pyretophorus (no rank), sundaicus species complex (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Protostomia', 'Ecdysozoa', 'Panarthropoda', 'Arthropoda', 'Mandibulata', 'Pancrustacea', 'Hexapoda', 'Insecta', 'Dicondylia', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Culicomorpha', 'Culicoidea', 'Culicidae', 'Anophelinae', 'Anopheles', 'Cellia', 'Pyretophorus', 'sundaicus species complex']"
A0A194SBU9,New,A0A194SBU9_RHOGW,Rhodotorula graminis (strain WP1),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Microbotryomycetes (class), Sporidiobolales (order), Sporidiobolaceae (family), Rhodotorula (genus), Rhodotorula graminis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Microbotryomycetes', 'Sporidiobolales', 'Sporidiobolaceae', 'Rhodotorula', 'Rhodotorula graminis']"
A0A194WVR3,New,A0A194WVR3_MOLSC,Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Helotiales (order), Mollisiaceae (family), Mollisia (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Helotiales', 'Mollisiaceae', 'Mollisia']"
A0A1A0H631,New,A0A1A0H631_9ASCO,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (no rank), Metschnikowiaceae (family), Metschnikowia (genus), Metschnikowia bicuspidata (species), Metschnikowia bicuspidata var. bicuspidata (varietas)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Saccharomycotina', 'Saccharomycetes', 'Saccharomycetales', 'CUG-Ser1 clade', 'Metschnikowiaceae', 'Metschnikowia', 'Metschnikowia bicuspidata', 'Metschnikowia bicuspidata var. bicuspidata']"
A0A1A6A5N8,New,A0A1A6A5N8_9TREE,Kwoniella dejecticola CBS 10117,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Kwoniella (genus), Kwoniella dejecticola (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Kwoniella', 'Kwoniella dejecticola']"
A0A1B6DIA0,New,A0A1B6DIA0_9HEMI,Clastoptera arizonana (Arizona spittle bug),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Paraneoptera (cohort), Hemiptera (order), Auchenorrhyncha (suborder), Cicadomorpha (infraorder), Cercopoidea (superfamily), Clastopteridae (family), Clastoptera (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Protostomia', 'Ecdysozoa', 'Panarthropoda', 'Arthropoda', 'Mandibulata', 'Pancrustacea', 'Hexapoda', 'Insecta', 'Dicondylia', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Cicadomorpha', 'Cercopoidea', 'Clastopteridae', 'Clastoptera']"
A0A1B8GMZ9,New,A0A1B8GMZ9_9PEZI,Pseudogymnoascus verrucosus,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Leotiomycetes incertae sedis (no rank), Pseudeurotiaceae (family), Pseudogymnoascus (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Leotiomycetes incertae sedis', 'Pseudeurotiaceae', 'Pseudogymnoascus']"
A0A1B9I216,New,A0A1B9I216_9TREE,Kwoniella pini CBS 10737,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Kwoniella (genus), Kwoniella pini (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Kwoniella', 'Kwoniella pini']"
A0A1D2VM19,New,A0A1D2VM19_9ASCO,Ascoidea rubescens DSM 1968,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser2 clade (no rank), Ascoideaceae (family), Ascoidea (genus), Ascoidea rubescens (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Saccharomycotina', 'Saccharomycetes', 'Saccharomycetales', 'CUG-Ser2 clade', 'Ascoideaceae', 'Ascoidea', 'Ascoidea rubescens']"
A0A1D9QC36,New,A0A1D9QC36_SCLS1,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Helotiales (order), Sclerotiniaceae (family), Sclerotinia (genus), Sclerotinia sclerotiorum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'sordariomyceta', 'Leotiomycetes', 'Helotiales', 'Sclerotiniaceae', 'Sclerotinia', 'Sclerotinia sclerotiorum']"
A0A1E3HTR3,New,A0A1E3HTR3_9TREE,Cryptococcus amylolentus CBS 6039,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus amylolentus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Cryptococcus', 'Cryptococcus amylolentus']"
A0A1E3K703,New,A0A1E3K703_9TREE,Cryptococcus wingfieldii CBS 7118,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus wingfieldii (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Cryptococcus', 'Cryptococcus wingfieldii']"
A0A1E4U371,New,A0A1E4U371_PACTA,Pachysolen tannophilus NRRL Y-2460,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetales incertae sedis (no rank), CUG-Ala clade (no rank), Pachysolen (genus), Pachysolen tannophilus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Saccharomycotina', 'Saccharomycetes', 'Saccharomycetales', 'Saccharomycetales incertae sedis', 'CUG-Ala clade', 'Pachysolen', 'Pachysolen tannophilus']"
